path	translation	split
common_voice_sl_17846048.mp3	Language is the key to the heart.	test
common_voice_sl_17846049.mp3	In love even a nine is a ten.	test
common_voice_sl_17846050.mp3	Andrej caught a flu.	test
common_voice_sl_17846051.mp3	The mountain rescue team gave up their work.	test
common_voice_sl_17417540.mp3	My hooks are made from stainless steel.	test
common_voice_sl_17417541.mp3	A table and two chairs were standing in the corner.	test
common_voice_sl_17417542.mp3	You’re making a mistake.	test
common_voice_sl_17417543.mp3	What is he like?	test
common_voice_sl_17417544.mp3	The old man just left the book there.	test_covost
common_voice_sl_17435120.mp3	Frozen air went through the coat.	test
common_voice_sl_17435121.mp3	Every beautiful building is not a temple.	test
common_voice_sl_17435122.mp3	Did you see my key?	test
common_voice_sl_17435123.mp3	Excuse me!	test
common_voice_sl_17435124.mp3	I just opened the link which you sent me.	test
common_voice_sl_17528492.mp3	Let your ears hear what your mouth is saying.	test
common_voice_sl_17528493.mp3	Even flies don’t land on a skinny buffalo.	test
common_voice_sl_17528494.mp3	That was seven hundred euros more than last year.	test
common_voice_sl_17528495.mp3	Philosophy is my favorite subject.	test
common_voice_sl_17528496.mp3	Love has a great power but money makes it all.	test
common_voice_sl_17528507.mp3	Do you know who I am?	test
common_voice_sl_17528508.mp3	Guess the result in first try.	test
common_voice_sl_17528509.mp3	Houses are build from red clay bricks.	test
common_voice_sl_17528510.mp3	As stupid as a nail in wood.	test
common_voice_sl_17528511.mp3	Just drop the ashes on the used old carpet.	test
common_voice_sl_17528517.mp3	What man earns himself he turns the best.	test
common_voice_sl_17528518.mp3	Best things in life aren’t free.	test
common_voice_sl_17528519.mp3	We only made must in august.	test
common_voice_sl_17528520.mp3	I have to use the bathroom.	test
common_voice_sl_17528521.mp3	How is this possible?	test
common_voice_sl_17528895.mp3	He laid down don’t but couldn’t fall asleep.	test
common_voice_sl_17528896.mp3	Life is like a flash; they both pass quickly.	test
common_voice_sl_17528897.mp3	If you drop some bread, pick it up and kiss it.	test
common_voice_sl_17528899.mp3	The disease kept him at home for the third week.	test
common_voice_sl_17373066.mp3	She went to the park to record some videos.	test
common_voice_sl_17373067.mp3	The corset squeezed her.	test
common_voice_sl_17373068.mp3	What have I done?	test
common_voice_sl_17373069.mp3	Stop talking all the time!	test
common_voice_sl_17373070.mp3	He is too threatened to speak.	test
common_voice_sl_17373071.mp3	Let me help you.	test
common_voice_sl_17373072.mp3	She rose to her hind legs.	test
common_voice_sl_17373073.mp3	Turn off the lights that gives us light.	test
common_voice_sl_17373074.mp3	Pavla was late for class.	test
common_voice_sl_17373075.mp3	Especially I like foamy water.	test
common_voice_sl_17373081.mp3	Fast climbers suddenly stopped.	test
common_voice_sl_17373082.mp3	So have said the mayor and stood up.	test
common_voice_sl_17373083.mp3	No one knows what is behind this door.	test
common_voice_sl_17373084.mp3	I looked for her.	test
common_voice_sl_17373085.mp3	Give me that.	test
common_voice_sl_17434376.mp3	The house chases away those that stay in it too long.	test_covost
common_voice_sl_17434377.mp3	The man has to do it like the people, not the people like the man.	test
common_voice_sl_17434378.mp3	Love can be spotted as hole in socks.	test
common_voice_sl_17434379.mp3	I think that’s all.	test
common_voice_sl_17434380.mp3	War loves blood.	test
common_voice_sl_17368788.mp3	Zmago has wildly flown away with helicopter high in the air.	test
common_voice_sl_17368789.mp3	Place computer in beautiful thin housing.	test
common_voice_sl_17368790.mp3	Hard patients are light complainers.	test
common_voice_sl_17368791.mp3	The problem was solved.	test
common_voice_sl_17368792.mp3	Beauty is not just a pretty face.	test
common_voice_sl_17383498.mp3	Farmers have looked at each other and stayed quiet.	test
common_voice_sl_17383499.mp3	Security team is on the way.	test
common_voice_sl_17383500.mp3	Everyone knows, why would I lie?	test
common_voice_sl_17383501.mp3	They kissed in the yard.	test
common_voice_sl_17383502.mp3	Sardines are small fishes often caught in the nets.	test
common_voice_sl_17383503.mp3	The grass and bushes were wet.	test_covost
common_voice_sl_17383504.mp3	It’s hard to erase blue or red color.	test
common_voice_sl_17383505.mp3	But not for long.	test
common_voice_sl_17383506.mp3	Sister Petra stood in the middle of the room.	test
common_voice_sl_17383507.mp3	This man is your brother?	test
common_voice_sl_17383508.mp3	Sharpness of sight is surprising.	test
common_voice_sl_17383509.mp3	She snuggled to him and grabbed him firmly on both hands.	test
common_voice_sl_17383510.mp3	I’ve been waiting for you for a long time!	test
common_voice_sl_17383511.mp3	What did this mean?	test
common_voice_sl_17383512.mp3	They told him crazy stories to scare him.	test
common_voice_sl_17383518.mp3	The flag is red, blue and yellow.	test
common_voice_sl_17383519.mp3	Accept your first wife.	test
common_voice_sl_17383520.mp3	Then he offered kids a big ice cream.	test
common_voice_sl_17383521.mp3	A brass pipe surrounded high wall.	test
common_voice_sl_17383522.mp3	Old man and old wine are best friends.	test
common_voice_sl_17383525.mp3	I have to admit my sins.	test
common_voice_sl_17383529.mp3	Get out of my way!	test
common_voice_sl_17383531.mp3	I like Norway because of the fjords.	test
common_voice_sl_17383532.mp3	Send things in thick paper bag.	test
common_voice_sl_17383548.mp3	Better than before.	test
common_voice_sl_17383549.mp3	He nodded his head.	test
common_voice_sl_17383550.mp3	There, the floods rose as high as ten centimeters.	test
common_voice_sl_17383551.mp3	Robert is upset.	test
common_voice_sl_17383552.mp3	Term ended at the end of June of the same year.	test
common_voice_sl_17383563.mp3	Say what you think and think what you say.	test
common_voice_sl_17383565.mp3	It was nice talking to you.	test
common_voice_sl_17383567.mp3	No one intends to build a wall.	test
common_voice_sl_17383569.mp3	What are you doing?	test
common_voice_sl_17383571.mp3	It’s wise to understand the whole situation.	test
common_voice_sl_17383574.mp3	What will they think?	test
common_voice_sl_17383576.mp3	The fight will end in just six minutes.	test
common_voice_sl_17383578.mp3	I shook my head.	test
common_voice_sl_17383581.mp3	Relax on a day like this.	test
common_voice_sl_17383582.mp3	It’s okay.	test
common_voice_sl_17383593.mp3	I can get you in garage.	test
common_voice_sl_17383594.mp3	Boy shouted loudly.	test
common_voice_sl_17383595.mp3	Happiness smooths the road of life.	test
common_voice_sl_17383596.mp3	Don’t cross the yellow line.	test
common_voice_sl_17383597.mp3	Split the sticks and punish your kid.	test
common_voice_sl_17383603.mp3	Fill the ink with sticky glue.	test
common_voice_sl_17383604.mp3	A crazy person speaks all their thoughts.	test
common_voice_sl_17383605.mp3	Open the door widely!	test
common_voice_sl_17383606.mp3	At your pleasure!	test
common_voice_sl_17383607.mp3	This ballad is so appealing, I like it!	test
common_voice_sl_17396175.mp3	Bank is pressuring on paying the debt.	test
common_voice_sl_17396176.mp3	They were already in front of notary’s apartment.	test
common_voice_sl_17396177.mp3	Better safe than sorry.	test
common_voice_sl_17396178.mp3	I always wanted to travel the world.	test
common_voice_sl_17396179.mp3	This book was blasphemous in the past.	test
common_voice_sl_17399290.mp3	I admit, they are very impressive.	test
common_voice_sl_17399291.mp3	What do you think?	test
common_voice_sl_17399292.mp3	Relax on a day like this.	test_covost
common_voice_sl_17399293.mp3	Come pick me before twelve.	test
common_voice_sl_17399294.mp3	I don’t know.	test
common_voice_sl_17399315.mp3	Hate is as blind as love.	test
common_voice_sl_17399316.mp3	Bad news travels fast.	test
common_voice_sl_17399319.mp3	No, did you check the counter?	test
common_voice_sl_17399321.mp3	Was it a good idea?	test
common_voice_sl_17399324.mp3	When one door closes, another one opens.	test
common_voice_sl_17399325.mp3	What game do you wanna play?	test
common_voice_sl_17399326.mp3	I don’t believe you!	test
common_voice_sl_17399327.mp3	It’s better to stop before it gets complicated.	test
common_voice_sl_17399329.mp3	No, you’re mama's boy.	test
common_voice_sl_17399330.mp3	This is very interesting.	test
common_voice_sl_17399335.mp3	Love for money is the foundation of all evil.	test
common_voice_sl_17399336.mp3	The lights dimmed and the music started.	test
common_voice_sl_17399337.mp3	Our plans are now finished.	test
common_voice_sl_17399338.mp3	As bad as a rotten cabbage.	test
common_voice_sl_17399339.mp3	Guess the result in first try.	test_covost
common_voice_sl_17399345.mp3	Hello, my name is Brenda.	test
common_voice_sl_17399346.mp3	Every child loves toys.	test
common_voice_sl_17399347.mp3	Are you here for work?	test
common_voice_sl_17399349.mp3	Bribes don’t get far if honest people work there.	test
common_voice_sl_17399355.mp3	The valley was filled with thick fog.	test
common_voice_sl_17399356.mp3	Kids liked listening to her stories.	test
common_voice_sl_17399357.mp3	The king ruled in difficult times.	test
common_voice_sl_17399358.mp3	Bank is pressuring on paying the debt.	test_covost
common_voice_sl_17399359.mp3	She tore her coat.	test
common_voice_sl_17399370.mp3	Polished stone doesn’t collect fog.	test
common_voice_sl_17399371.mp3	Spark can start a big fire.	test
common_voice_sl_17399372.mp3	You can feel the heat of weak flame.	test
common_voice_sl_17399373.mp3	That is awkward situation.	test
common_voice_sl_17399385.mp3	Don’t trust smiling penguin.	test
common_voice_sl_17399386.mp3	I forgot the train ticket.	test
common_voice_sl_17399387.mp3	I can’t see small letters when reading.	test
common_voice_sl_17399388.mp3	Elza was shocked at reveal.	test
common_voice_sl_17399389.mp3	Our impact on their monopoly is limited.	test_covost
common_voice_sl_17399395.mp3	There you go!	test
common_voice_sl_17399396.mp3	Not a moment was lost.	test
common_voice_sl_17399397.mp3	We only made must in august.	test_covost
common_voice_sl_17399398.mp3	Okay, that’s not it.	test
common_voice_sl_17399399.mp3	Oh, I don’t know!	test
common_voice_sl_17399405.mp3	Sharpness of sight is surprising.	test_covost
common_voice_sl_17399406.mp3	Doors were open.	test
common_voice_sl_17399407.mp3	Indeed, that is what i thought.	test_covost
common_voice_sl_17399408.mp3	It’s exactly like they say it is.	test
common_voice_sl_17399409.mp3	He is rich which pleased her.	test
common_voice_sl_17399419.mp3	What did this mean?	test_covost
common_voice_sl_17399420.mp3	How is this possible?	test_covost
common_voice_sl_17399421.mp3	What we plant doesn’t always grow.	test
common_voice_sl_17399422.mp3	He didn’t even move.	test
common_voice_sl_17399424.mp3	That’s nothing new for you.	test
common_voice_sl_17399434.mp3	Birch looked white and lonely.	test
common_voice_sl_17399435.mp3	Who is the blonde with red skirt?	test
common_voice_sl_17399436.mp3	Draw a picture with black lines.	test
common_voice_sl_17399437.mp3	What are you doing here?	test
common_voice_sl_17399438.mp3	Happiness smooths the road of life.	test_covost
common_voice_sl_17399471.mp3	Then he offered kids a big ice cream.	test_covost
common_voice_sl_17399472.mp3	Those pills do less good than bad.	test
common_voice_sl_17399473.mp3	Does this suits you?	test
common_voice_sl_17399474.mp3	What should I do with him?	test
common_voice_sl_17399475.mp3	Traveler thought someone is calling for him.	test
common_voice_sl_17399476.mp3	Reading is not the same as understanding.	test
common_voice_sl_17399477.mp3	Old man and old wine are best friends.	test_covost
common_voice_sl_17399478.mp3	Lighting made a pleasant atmosphere.	test
common_voice_sl_17399479.mp3	How often is this train late?	test
common_voice_sl_17399480.mp3	Room was full of mob.	test
common_voice_sl_17399481.mp3	Human nature has its boundaries.	test
common_voice_sl_17399482.mp3	Oh my dear child!	test
common_voice_sl_17399483.mp3	Look at player that moves to the rhythm.	test
common_voice_sl_17399484.mp3	If the hat fits, wear it.	test
common_voice_sl_17399490.mp3	I have to use the bathroom.	test_covost
common_voice_sl_17399491.mp3	Boy shouted loudly.	test_covost
common_voice_sl_17399492.mp3	Primary coil has fifty turns.	test
common_voice_sl_17399493.mp3	He forgot his pajamas at home.	test
common_voice_sl_17399494.mp3	He is an idol but not a saint.	test
common_voice_sl_17399535.mp3	Where is Egypt?	test
common_voice_sl_17399536.mp3	From flax you can make a nice stamp.	test
common_voice_sl_17399537.mp3	Yes, I’m talking to you.	test
common_voice_sl_17399538.mp3	The sun is shining on both sides of the hedge.	test
common_voice_sl_17399539.mp3	Up and down the cockroaches rush.	test
common_voice_sl_17419537.mp3	Heads rose up from beds.	test
common_voice_sl_17419538.mp3	Accident can be a bridge on the way to happiness.	test
common_voice_sl_17419539.mp3	Old coin was pretty boring and used.	test
common_voice_sl_17419540.mp3	Janko has a lady in hand.	test
common_voice_sl_17419541.mp3	Book can’t be judged buy its covers.	test
common_voice_sl_17419548.mp3	Best friends have to share.	test
common_voice_sl_17419549.mp3	If someone saves water, he can’t even cook a pulp.	test
common_voice_sl_17419550.mp3	Love is like fire; the bigger it is the more it smokes.	test
common_voice_sl_17419551.mp3	The city center is terrifying place to live.	test
common_voice_sl_17419552.mp3	At high speeds, proceed with caution.	test
common_voice_sl_17419553.mp3	Joško found a phone.	test
common_voice_sl_17419554.mp3	What could that mean?	test
common_voice_sl_17419555.mp3	He who jumps in Nile for fun can really drown.	test
common_voice_sl_17419556.mp3	Here is the money you wanted.	test
common_voice_sl_17419612.mp3	Can I pay in cash?	test
common_voice_sl_17419614.mp3	Did you see Omar?	test
common_voice_sl_17419615.mp3	My wheel are made from chrome.	test
common_voice_sl_17419616.mp3	He has garden in front of house.	test
common_voice_sl_17419617.mp3	He entered the room.	test
common_voice_sl_17419618.mp3	Read only what the meter says.	test
common_voice_sl_17419620.mp3	Damn it!	test
common_voice_sl_17419621.mp3	Hope is the bread of the looser.	test
common_voice_sl_17419622.mp3	If you want to loose a friend talk to him about politics.	test
common_voice_sl_17419623.mp3	You scared me Matija.	test
common_voice_sl_17419624.mp3	Man think, plan and sometimes work.	test
common_voice_sl_17419628.mp3	Did you see any ghosts?	test
common_voice_sl_17419630.mp3	What stays in your head no one can take.	test
common_voice_sl_17419632.mp3	I just opened the link which you sent me.	test_covost
common_voice_sl_17419633.mp3	Seek new luck but don’t lose the old one.	test
common_voice_sl_17419634.mp3	I can change my mind!	test
common_voice_sl_17419635.mp3	Anger and hate hinder proper consultation.	test_covost
common_voice_sl_17419636.mp3	In the following year, mentally upgrade yourself.	test_covost
common_voice_sl_17419637.mp3	Are you strong enough?	test
common_voice_sl_17419638.mp3	A work paid in advance has lead legs.	test
common_voice_sl_17419639.mp3	You father to the threshold, your son you over the threshold.	test
common_voice_sl_17419640.mp3	What is weather like in Jamaica?	test
common_voice_sl_17419641.mp3	The man has to do it like the people, not the people like the man.	test_covost
common_voice_sl_17419647.mp3	Devil sends wine where he can’t go.	test
common_voice_sl_17419648.mp3	Do you have Izabela’s phone number?	test
common_voice_sl_17419649.mp3	Don’t say what has to be done tomorrow.	test
common_voice_sl_17419650.mp3	Shame if must know!	test
common_voice_sl_17419651.mp3	Did I offend you?	test
common_voice_sl_17419652.mp3	It’s five euros.	test
common_voice_sl_17419653.mp3	We didn’t have any money.	test
common_voice_sl_17419654.mp3	You know he’s an honest man.	test
common_voice_sl_17419655.mp3	You could bring them there!	test
common_voice_sl_17419656.mp3	He went to the gym to strengthen his muscles.	test
common_voice_sl_17419659.mp3	Necessity is the mother or invention.	test
common_voice_sl_17419661.mp3	Protect yourself from the serene south and the overcast storm.	test
common_voice_sl_17419662.mp3	Choice is embarrassment.	test
common_voice_sl_17419664.mp3	Why don’t you tell me something?	test
common_voice_sl_17419665.mp3	I like movies and similar stuff.	test
common_voice_sl_17419667.mp3	We tried to change coins for banknotes.	test
common_voice_sl_17419668.mp3	Marriage is joy to the heart but burden to the mind.	test_covost
common_voice_sl_17419669.mp3	Who pays low, pays a lot.	test
common_voice_sl_17419670.mp3	Happier lives who is silent about his happiness.	test
common_voice_sl_17419671.mp3	When house is on fire there is no time for chess.	test
common_voice_sl_17419677.mp3	What’s the rush Marko?	test
common_voice_sl_17419678.mp3	Fire and straw should be alone.	test
common_voice_sl_17419679.mp3	If leaves fly away fast, everyone should be afraid of winter.	test
common_voice_sl_17419680.mp3	To much happiness can be dangerous.	test
common_voice_sl_17419681.mp3	My uncle is a fruit grower.	test
common_voice_sl_17419687.mp3	We drink spirits when we do a good job.	test
common_voice_sl_17419688.mp3	Why have you done this?	test
common_voice_sl_17419689.mp3	A drink pulls money out of pocket and intelligence out of head.	test
common_voice_sl_17419690.mp3	The bigger is luck, less you should trust it.	test
common_voice_sl_17419691.mp3	Let me help you.	test_covost
common_voice_sl_17419692.mp3	Every bell doesn’t cast away hail.	test
common_voice_sl_17419693.mp3	Falling rock doesn't stop at the end of the slope.	test
common_voice_sl_17419694.mp3	It was a painful silence.	test
common_voice_sl_17419695.mp3	So it is true!	test
common_voice_sl_17419696.mp3	Doctor has cured him with this pills.	test
common_voice_sl_17419697.mp3	Get out!	test
common_voice_sl_17419698.mp3	You can’t understand the old man until you’re old yourself.	test
common_voice_sl_17419699.mp3	Rok was surprised.	test
common_voice_sl_17419700.mp3	Love is like an ocean; dangerous if you can’t swim.	test
common_voice_sl_17419702.mp3	In wife we look for quality in mistress beauty.	test
common_voice_sl_17419707.mp3	I don’t talk like that.	test
common_voice_sl_17419708.mp3	Lies walk on one foot.	test
common_voice_sl_17419709.mp3	Elephant never forgets.	test
common_voice_sl_17419710.mp3	Work is in progress.	test
common_voice_sl_17419711.mp3	Nothing angers people like the truth.	test
common_voice_sl_17419717.mp3	Aunt Agata cried.	test
common_voice_sl_17419718.mp3	What should I do?	test
common_voice_sl_17419719.mp3	Not one word has been said.	test
common_voice_sl_17419720.mp3	But what could I do?	test
common_voice_sl_17419721.mp3	Many hold on the truth as butter on the sun.	test
common_voice_sl_17419732.mp3	He who asks doesn't sets.	test
common_voice_sl_17419733.mp3	I like this joke.	test
common_voice_sl_17419734.mp3	Use boat if you want to save yourself from the flood.	test
common_voice_sl_17419735.mp3	Love is eternal until it lasts.	test
common_voice_sl_17419736.mp3	None paid him enough attention.	test
common_voice_sl_17419737.mp3	Fair change is not a robbery.	test
common_voice_sl_17419738.mp3	First worm is caught early.	test
common_voice_sl_17419739.mp3	Here, let me show you.	test
common_voice_sl_17419740.mp3	Life is like a chess game, it changes with every move.	test
common_voice_sl_17419741.mp3	I have a list of candidates that can replace you.	test
common_voice_sl_17419742.mp3	Mare returned to tavern.	test
common_voice_sl_17419743.mp3	The word is an axe that splits the heart.	test
common_voice_sl_17419744.mp3	But it was too late.	test
common_voice_sl_17419745.mp3	Did you do it yourself?	test
common_voice_sl_17419746.mp3	We are certain that one war is enough.	test
common_voice_sl_17419747.mp3	I can’t believe it.	test
common_voice_sl_17419748.mp3	Laziness teaches you to work badly.	test
common_voice_sl_17419749.mp3	Mans words are measurement of his wisdom.	test
common_voice_sl_17419750.mp3	Short cut is often too short for these things.	test
common_voice_sl_17419751.mp3	Dead fears him because he has a heart of lion.	test
common_voice_sl_17419752.mp3	What did we do?	test
common_voice_sl_17419753.mp3	Here is a letter.	test
common_voice_sl_17419754.mp3	Jump over fence, landing in grass.	test
common_voice_sl_17419755.mp3	At the table, man does not age.	test
common_voice_sl_17799000.mp3	Bright maple makes room inflated.	dev
common_voice_sl_17799001.mp3	Sun is old but warm.	dev
common_voice_sl_17799002.mp3	Seed is needed for growing spring corn.	dev
common_voice_sl_17799003.mp3	Do you have a hair conditioner?	dev
common_voice_sl_17799004.mp3	Oh, that’s bad!	dev
common_voice_sl_17799020.mp3	Tonight we go on a soccer match.	dev
common_voice_sl_17799022.mp3	Aleksander wasn’t sure why he did this.	dev
common_voice_sl_17799023.mp3	For moment she stayed silent.	dev
common_voice_sl_17799024.mp3	Whose bread I eat, those song I sing.	dev
common_voice_sl_17799060.mp3	Don’t you think so?	dev
common_voice_sl_17799061.mp3	Now we have a new idea for ship traffic.	dev
common_voice_sl_17799062.mp3	Nothing else could’ve been done.	dev
common_voice_sl_17799063.mp3	He bought out the store with hardware equipment.	dev
common_voice_sl_17799064.mp3	Alja, who the hell is Bob?	dev
common_voice_sl_17799080.mp3	Grain by grain, a loaf, stone by stone, a palace.	dev
common_voice_sl_17799081.mp3	I’m not sure.	dev
common_voice_sl_17799083.mp3	Friendly nurse told me her name.	dev
common_voice_sl_17799084.mp3	Accidents must the be, if the devil drives.	dev
common_voice_sl_17809650.mp3	Student looked and was surprised.	dev
common_voice_sl_17809651.mp3	He saw tears in her eyes.	dev
common_voice_sl_17809652.mp3	Wheels alone guided to wide highway.	dev
common_voice_sl_17809653.mp3	At cropping farmer only falls asleep for a moment.	dev
common_voice_sl_17809654.mp3	The more you like yourself the less everyone else like you.	dev
common_voice_sl_17809655.mp3	What love can’t see, it believes.	dev
common_voice_sl_17809656.mp3	Doctor Krajnc came last week.	dev
common_voice_sl_17809657.mp3	Pick a card and put it under the rug.	dev
common_voice_sl_17809658.mp3	Love sizes all inequalities.	dev
common_voice_sl_17809659.mp3	I slept at work.	dev
common_voice_sl_17809671.mp3	This bar is ready for walk.	dev
common_voice_sl_17809672.mp3	How are you doing?	dev
common_voice_sl_17809673.mp3	Before the truth comes, the lie eats up the world.	dev
common_voice_sl_17809674.mp3	Charity starts at home.	dev
common_voice_sl_17809675.mp3	Yes, that’s the right spot.	dev
common_voice_sl_17809680.mp3	I have to be on guard.	dev
common_voice_sl_17809681.mp3	Office color was of dull shade.	dev
common_voice_sl_17809682.mp3	Soft in words, hard at work.	dev
common_voice_sl_17809683.mp3	But it was without a doubt.	dev
common_voice_sl_17809684.mp3	Let me see your ticket.	dev
common_voice_sl_17813208.mp3	I’m not hungry, I’m starving.	dev
common_voice_sl_17813209.mp3	What heart is full of likes to come of mouth.	dev
common_voice_sl_17813210.mp3	Imagination walks on stilts.	dev
common_voice_sl_17813211.mp3	Software update is available.	dev
common_voice_sl_17813212.mp3	Shut up now and answer what I ask you!	dev
common_voice_sl_17813213.mp3	Fast marriage surely brings worries.	dev
common_voice_sl_17813214.mp3	Are you ready to hear my counter argument?	dev
common_voice_sl_17813215.mp3	From old tree, fruits falls down on their own.	dev
common_voice_sl_17813216.mp3	We learn to appreciate water when the well goes dry.	dev
common_voice_sl_17813218.mp3	Find picture older then five weeks.	dev
common_voice_sl_17813219.mp3	What’s your name?	dev
common_voice_sl_17813220.mp3	What do you advice?	dev
common_voice_sl_17813221.mp3	Every person has his price.	dev
common_voice_sl_17813222.mp3	Wine goes into the heart like tiger into jungle.	dev
common_voice_sl_17813223.mp3	Hey look, a flying pig!	dev
common_voice_sl_17813224.mp3	Until linden blooms it does not lack bees.	dev
common_voice_sl_17813226.mp3	No one said it will be this easy.	dev
common_voice_sl_17813227.mp3	Smoking is forbidden.	dev
common_voice_sl_17823883.mp3	Smart is better then velvet.	dev
common_voice_sl_17823884.mp3	Ones who waits and lives in hopes, his luck can fall asleep.	dev
common_voice_sl_17823885.mp3	We only had a pinch of salt in whole soup.	dev
common_voice_sl_17823886.mp3	Yes, but why is straw like that?	dev
common_voice_sl_17823887.mp3	The one who moved the mountain started with small rocks.	dev
common_voice_sl_17823888.mp3	Everyone reach there finish but now always the goal.	dev
common_voice_sl_17823889.mp3	Who doubts is lost.	dev
common_voice_sl_17823890.mp3	Good news is soft cushion.	dev
common_voice_sl_17823891.mp3	Old love and old wood likes to ignite.	dev
common_voice_sl_17823892.mp3	He who tells the truth doesn’t lack enemies.	dev
common_voice_sl_17823893.mp3	No, it’s not.	dev
common_voice_sl_17823894.mp3	Garlic can be used to fight against vampires.	dev
common_voice_sl_17823895.mp3	Do you see that?	dev
common_voice_sl_17823896.mp3	Brave attack is half the win.	dev
common_voice_sl_17823897.mp3	My scholarship application was denied.	dev
