path	translation	split
common_voice_nl_17827210.mp3	One of the four jet planes’ engines has stopped working.	test
common_voice_nl_17827211.mp3	It was wrapped in a large box.	test
common_voice_nl_18260600.mp3	She is very social.	test
common_voice_nl_18260601.mp3	The more the merrier.	test
common_voice_nl_18260604.mp3	The statue of liberty is in New York.	test
common_voice_nl_17695793.mp3	How many sentences can you make?	test
common_voice_nl_17695794.mp3	That little mouse will grow a tail.	test
common_voice_nl_17695795.mp3	A trip to the moon is not very likely.	test
common_voice_nl_17696158.mp3	They turned off the amplifier to be able to follow the phone call.	test
common_voice_nl_17696161.mp3	I do not have anything to add to this.	test
common_voice_nl_17696163.mp3	The papers are in the bottom drawer.	test
common_voice_nl_17737678.mp3	He has been able to connect ties to evolve the evolution theory.	test
common_voice_nl_17737679.mp3	At half past eight I have an appointment with the doctor.	test
common_voice_nl_17737681.mp3	He walked home feeling irritated.	test
common_voice_nl_17695292.mp3	This company has turned out the be a great success, although we had our doubts in the beginning.	test
common_voice_nl_17695293.mp3	The potato plant is poisonous.	test
common_voice_nl_17695294.mp3	She had hit her head against a low-hanging branch.	test
common_voice_nl_19549489.mp3	From Indonesia, we went through Singapore and Malaysia to Thailand.	test
common_voice_nl_19549491.mp3	Pasta contains a lot of carbs.	test
common_voice_nl_19549492.mp3	I watered the flowers with the watering can.	test
common_voice_nl_17696008.mp3	Finland, Austria, Sweden and Cyprus belong to the twenty-eight European member state.	test
common_voice_nl_17696009.mp3	After the scale of the blizzard became clear, the government announced the emergency plan.	test
common_voice_nl_17696011.mp3	There was an issue with plumbing of their bath.	test
common_voice_nl_17696424.mp3	The physician has declared him braindead.	test
common_voice_nl_17696425.mp3	Beter late than never.	test_covost
common_voice_nl_17696427.mp3	She can really play guitar very good.	test
common_voice_nl_19603403.mp3	The supermarket chain was majority shareholder of that cosmetics business.	test
common_voice_nl_19603445.mp3	Katja was shouting that they were going to lose.	test
common_voice_nl_19603446.mp3	In what year did Steve Jobs die?	test
common_voice_nl_18990375.mp3	Jews get together in that synagogue.	test
common_voice_nl_18990377.mp3	My blood type is O-plus.	test
common_voice_nl_18990378.mp3	She inhaled deeply, fully concentrated on the target and pulled the trigger in an almost mechanical way.	test
common_voice_nl_18079533.mp3	The cruise ship is maneuvering out of the harbor.	test
common_voice_nl_18079535.mp3	Can you put the keywords in bold?	test
common_voice_nl_18079536.mp3	She claims that enlightenment and the renaissance are the same thing.	test
common_voice_nl_17696331.mp3	They recognized Emma by the use of a robot photo.	test
common_voice_nl_17696334.mp3	I had read about it, but their new album is better than their last.	test
common_voice_nl_17696337.mp3	Marijke cut the cucumber in to slices.	test
common_voice_nl_18274114.mp3	The biggest city in Poland is Warschau.	test
common_voice_nl_18274115.mp3	I used to play with LEGO a lot.	test
common_voice_nl_18274117.mp3	Every night, I put my clothes on the chair.	test
common_voice_nl_19011553.mp3	Now it’s important we arrive fast.	test
common_voice_nl_19011554.mp3	Once busy, she is unstoppable.	test
common_voice_nl_19011555.mp3	Did you know they were closed in January?	test
common_voice_nl_19011556.mp3	We have to water the plants more.	test
common_voice_nl_17698205.mp3	No one was er able to take that fort.	test
common_voice_nl_17698208.mp3	The failed acquisition had seeded doubt among the management.	test
common_voice_nl_17698209.mp3	You have to take your time to find the right doctor.	test
common_voice_nl_17698212.mp3	Her father is a woodworker and he has recently changed jobs.	test
common_voice_nl_20216061.mp3	They crowded into the dining room, which had been converted into a dressing room.	test_covost
common_voice_nl_20216414.mp3	Let me create your fate.	test
common_voice_nl_20216639.mp3	Cash on the barrel.	test
common_voice_nl_20221653.mp3	You can’t make a silk purse out of a sow’s ear.	test
common_voice_nl_18685601.mp3	For some reason we were not allowed inside.	test
common_voice_nl_18685603.mp3	We are going to miss you when you are studying abroad for six months.	test
common_voice_nl_18685604.mp3	Can you aim the spots at the painting?	test
common_voice_nl_18685605.mp3	They have invested a lot of money in their family business.	test
common_voice_nl_17712347.mp3	You could learn something from her.	test
common_voice_nl_17712348.mp3	Is French a Roman language?	test
common_voice_nl_17712350.mp3	Which drug is the strongest?	test
common_voice_nl_17712351.mp3	The war was devastating for the inhabitants of the country.	test
common_voice_nl_19968029.mp3	Can you put our meeting in your agenda?	test
common_voice_nl_19968061.mp3	Her speech was excellent.	test
common_voice_nl_19968188.mp3	De shutters are still closed.	test
common_voice_nl_19968228.mp3	I’m departing Den Bosch now, I will be there in about an hour.	test
common_voice_nl_17878276.mp3	I have asked a proposition for the placement of a new air conditioner.	test
common_voice_nl_17878277.mp3	The traffic jams get longer each year.	test
common_voice_nl_17878278.mp3	Sleeping Beauty, Snow white and Little Red Riding Hood are all Fairytale figures.	test
common_voice_nl_17878279.mp3	Can you take out the trash?	test
common_voice_nl_17854186.mp3	You are always so lucky.	test
common_voice_nl_17854187.mp3	A lot of people like reacting on forums.	test
common_voice_nl_17854188.mp3	Jenever is a kind of strong liquor.	test
common_voice_nl_17854189.mp3	The bedroom is littered with clothes.	test
common_voice_nl_18467516.mp3	It’s still a good idea to invite these friends to our wedding.	test
common_voice_nl_18467517.mp3	She wore the heavy bag on her shoulder.	test
common_voice_nl_18467518.mp3	His parents learned him how to skate as a kid.	test
common_voice_nl_18467520.mp3	Would there be already sentences in twice?	test
common_voice_nl_17698416.mp3	He dropped the glass on the floor by accident.	test
common_voice_nl_17698419.mp3	Why aren’t you at work?	test
common_voice_nl_17698420.mp3	The cockerel and a fowl are respectively a male and female chicken.	test
common_voice_nl_17698423.mp3	There is dust on top of the closet.	test
common_voice_nl_18858300.mp3	At Whitsun we get a day off work.	test
common_voice_nl_18858301.mp3	I can dive two lengths in a pool.	test
common_voice_nl_18858305.mp3	The fort did not hold for very long during the siege.	test
common_voice_nl_18858307.mp3	There’s a carton of milk in the fridge.	test
common_voice_nl_18088091.mp3	That kid is a real pain.	test
common_voice_nl_18088092.mp3	Conjugations are also important, because walk is a different word than walked.	test
common_voice_nl_18088094.mp3	At the hospital I met a very nice nurse.	test
common_voice_nl_18088095.mp3	The floor was squeaking when walking on it.	test
common_voice_nl_17702129.mp3	Black Pete has recently caused for a lot of controversy.	test
common_voice_nl_17702130.mp3	I used to have a stamp collection.	test
common_voice_nl_17702131.mp3	Wait, I will let you hear the audio clips again.	test
common_voice_nl_17702132.mp3	Ebb and flow are two extremities of the tides.	test
common_voice_nl_18701780.mp3	I am having the paint mixed at the store.	test
common_voice_nl_18701781.mp3	Everybody has baggage.	test
common_voice_nl_18701782.mp3	You don’t have permission to come here.	test
common_voice_nl_18701783.mp3	Is Moeskroen still playing in the Jupiler Pro League?	test
common_voice_nl_17695803.mp3	She stands out with her jet black hair.	test
common_voice_nl_17695804.mp3	Pharaohs were buried in both pyramids and excavated rocks.	test
common_voice_nl_17695805.mp3	In Germany much of it’s electricity is still generated though coal and lignite.	test
common_voice_nl_17695806.mp3	I’ll be back in fifteen minutes.	test
common_voice_nl_19767991.mp3	She was fully within her rights.	test
common_voice_nl_19767994.mp3	It is ten past eight.	test
common_voice_nl_19767995.mp3	The door bell rang, but no one said anything through the intercom.	test
common_voice_nl_19768094.mp3	That is a simplification of the problem.	test
common_voice_nl_18894655.mp3	We will meet at six o’clock.	test
common_voice_nl_18894656.mp3	This street wasn’t on the map.	test
common_voice_nl_18894658.mp3	One prerequisite of this deal is that we get the majority of the shares.	test
common_voice_nl_18894659.mp3	I have put the lamp together myself.	test
common_voice_nl_19499165.mp3	I don’t give a rats ass.	test
common_voice_nl_19499166.mp3	A truck had sunk through the bridge.	test
common_voice_nl_19499167.mp3	I have lost my entry ticket.	test
common_voice_nl_19499168.mp3	The cashier is scanning my purchases.	test
common_voice_nl_17698943.mp3	Between two words one inserts a space.	test
common_voice_nl_17698944.mp3	The effort totally wore me down.	test
common_voice_nl_17698945.mp3	His deeds are unforgivable.	test
common_voice_nl_17698947.mp3	Black cats bring bad luck.	test
common_voice_nl_17700138.mp3	Cyclists often shave the hairs on their legs.	test
common_voice_nl_17700140.mp3	Most glaciers have shrunk a lot in recent years.	test
common_voice_nl_17700141.mp3	In the United States the arms lobby is enormously powerful.	test
common_voice_nl_17700142.mp3	You can roast a banana on the barbeque.	test
common_voice_nl_17696964.mp3	They partied into the early morning.	test
common_voice_nl_17696965.mp3	Hydrogen gas is highly flammable.	test
common_voice_nl_17696966.mp3	You can throw the clippings in the dustbin.	test
common_voice_nl_17696968.mp3	What day is today?	test
common_voice_nl_18990500.mp3	The embassy owned a lovely building in the center of the city.	test
common_voice_nl_18990501.mp3	Jean-Claude Van Damme gained fame through his action movies.	test
common_voice_nl_18990502.mp3	Peter is celebrating his thirtieth birthday.	test
common_voice_nl_18990504.mp3	Because of lack of evidence the case was dropped.	test
common_voice_nl_18303631.mp3	His sister in law came to visit every Sunday.	test
common_voice_nl_18303632.mp3	We have placed a false ceiling with Gyproc.	test
common_voice_nl_18303633.mp3	Not all mushrooms are edible.	test
common_voice_nl_18303634.mp3	There is a hairdresser in the Eredienststraat.	test
common_voice_nl_18118205.mp3	The Ural mountains make up the border between Europe and Asia.	test
common_voice_nl_18118207.mp3	Can I have another slice of pizza?	test
common_voice_nl_18118208.mp3	My business trip to Brussels was a disaster.	test
common_voice_nl_18118209.mp3	He is a member of a dormitory.	test
common_voice_nl_18045156.mp3	The battle was a smudge on the honors of the general.	test
common_voice_nl_18045157.mp3	To express emotions you can utilize smileys.	test
common_voice_nl_18045158.mp3	The chance of getting caught is too low.	test
common_voice_nl_18045159.mp3	Hackers had gained access to the source code.	test
common_voice_nl_18161374.mp3	It’s mopping with an open tap.	test
common_voice_nl_18161376.mp3	I have mounted my plasma tv on the wall with a bracket.	test
common_voice_nl_18161377.mp3	Can you get up in time with that new mattress?	test
common_voice_nl_18161378.mp3	The crash barrier has prevented the motor from falling into the abyss.	test
common_voice_nl_18897179.mp3	It’s Q for Quinten.	test
common_voice_nl_18897180.mp3	You didn’t say that.	test
common_voice_nl_18897181.mp3	That is an open investigation.	test
common_voice_nl_18897182.mp3	Hercule Poirot is a detective.	test
common_voice_nl_17696434.mp3	The mayor cut the ribbon.	test
common_voice_nl_17696435.mp3	So far my useful contribution.	test
common_voice_nl_17696436.mp3	We have promised to stick to our agreements.	test
common_voice_nl_17696438.mp3	The weather is perfect for hopping by a terrace.	test
common_voice_nl_17699694.mp3	You have to take off your shoes and hang up your coat when entering.	test
common_voice_nl_17699695.mp3	Use your head for once!	test
common_voice_nl_17699696.mp3	A well known trick to pull your tooth, is to connect it to a wire that you connect to a door handle.	test
common_voice_nl_17699697.mp3	Merry Christmas and a happy new year.	test
common_voice_nl_17697881.mp3	Which functionaries will get the tough professions according to you?	test
common_voice_nl_17697882.mp3	in the morning the grass is full of dew	test
common_voice_nl_17697883.mp3	Erik and Klaas were in soccer practice together.	test
common_voice_nl_17697884.mp3	At twelve o’clock sharp were the exams collected.	test
common_voice_nl_17696104.mp3	There is smoke coming from the oven.	test
common_voice_nl_17696105.mp3	You have to be careful eating wild berries.	test
common_voice_nl_17696106.mp3	What is the advantage to me?	test
common_voice_nl_17696107.mp3	The cathedral was built in Gothic style.	test
common_voice_nl_17710288.mp3	Don’t forget to save your changes.	test
common_voice_nl_17710289.mp3	You shouldn’t be afraid of spiders.	test
common_voice_nl_17710290.mp3	My shoes sole came loose.	test
common_voice_nl_17710291.mp3	Europe exports a lot of vegetables and fruit.	test
common_voice_nl_17695583.mp3	Are there some loose ends for the miscellany part?	test
common_voice_nl_17695584.mp3	I don’t give a rats ass.	test_covost
common_voice_nl_17695585.mp3	A trip to the moon is not very likely.	test_covost
common_voice_nl_17695586.mp3	The atheist went in discussion with his christian friends.	test
common_voice_nl_18381116.mp3	The director was immensely proud of that project.	test
common_voice_nl_18381118.mp3	He was the leader of the juvenile movement.	test
common_voice_nl_18381139.mp3	She has lost her passport.	test
common_voice_nl_18381143.mp3	They went for a picnic in the park.	test
common_voice_nl_17694492.mp3	I bought a few folding chairs at the sale for on the terrace.	test
common_voice_nl_17694493.mp3	The cleaning team had just cleaned the women’s toilets.	test
common_voice_nl_17694494.mp3	The hospital is looking for new nurses.	test
common_voice_nl_17694496.mp3	My sticker collection is in the cover.	test
common_voice_nl_19333251.mp3	A fight was organized in the arena.	test
common_voice_nl_19333252.mp3	She hadn’t recognized him in the dark room.	test
common_voice_nl_19333255.mp3	How good is your aim with bow and arrow?	test
common_voice_nl_19333257.mp3	I’m looking for a type USB-C connection.	test
common_voice_nl_19222372.mp3	The ambient lighting really makes a difference.	test
common_voice_nl_19222373.mp3	Now that the construction phase had finished, we could start working on the windows.	test
common_voice_nl_19222374.mp3	I currently have four windows opened.	test
common_voice_nl_19222376.mp3	Flow, current and resistance are concepts of electrical networks.	test
common_voice_nl_17708937.mp3	It is passed its expiration date.	test
common_voice_nl_17708939.mp3	I think we need to leave.	test
common_voice_nl_17708940.mp3	The spaceship had exploded during the launch.	test
common_voice_nl_17708941.mp3	He sprinkled a huge amount of powdered sugar on his pancake.	test
common_voice_nl_18456333.mp3	It promised to be a tough climb.	test
common_voice_nl_18456334.mp3	You need to swipe the card over the sensor to open the lock.	test
common_voice_nl_18456335.mp3	How late were they going to call you?	test
common_voice_nl_18456337.mp3	In German as well as in Latin, they use cases.	test
common_voice_nl_19481877.mp3	It’s not pretty, but it suffices.	test
common_voice_nl_19481878.mp3	You have to be in good shape for that.	test
common_voice_nl_19481880.mp3	Is it smart to store coffee under the sink?	test
common_voice_nl_19481881.mp3	This is where we get off.	test
common_voice_nl_19019245.mp3	The soccer match was paused by the referee.	test
common_voice_nl_19019246.mp3	Denmark is slightly bigger than the Netherlands.	test
common_voice_nl_19019247.mp3	Play ‘Rood’ from Marco Borsato.	test
common_voice_nl_19019249.mp3	It is time to go home.	test
common_voice_nl_17699858.mp3	This morning I had cereal for breakfast.	test
common_voice_nl_17699859.mp3	The conductor perfectly led the orchestra.	test
common_voice_nl_17699860.mp3	A fireplace can be utterly cozy.	test
common_voice_nl_17699861.mp3	Kids love those drawings of dragons and knights.	test
common_voice_nl_17731707.mp3	The egg wasn’t boiled very long and that’s how he liked it best.	test
common_voice_nl_17731708.mp3	It was really hot this summer and it even went to become a record temperature.	test
common_voice_nl_17731709.mp3	The father had to take the sharp object from his son.	test
common_voice_nl_17731711.mp3	The world record for the hundred meter is less than ten seconds.	test
common_voice_nl_17697589.mp3	She was the national champion once.	test
common_voice_nl_17697590.mp3	The capital of North Holland is not Amsterdam, but Haarlem.	test_covost
common_voice_nl_17697591.mp3	If your battery is dead you have to charge it.	test
common_voice_nl_17697593.mp3	The minced meat of the butchers in the street is better than the minced meat in the supermarket.	test
common_voice_nl_17699118.mp3	The solution is not very efficient at all.	test
common_voice_nl_17699119.mp3	Most of the bird in a nature reserve are protected and thus not allowed to be hunted.	test
common_voice_nl_17699121.mp3	The conductor perfectly led the orchestra.	test_covost
common_voice_nl_17699122.mp3	Before dinner you first wash your hands with soap.	test
common_voice_nl_20215328.mp3	Cash on the barrel.	test_covost
common_voice_nl_20215416.mp3	They crowded into the dining room, which had been converted into a dressing room.	test_covost
common_voice_nl_20215653.mp3	April is very unpredictable.	test_covost
common_voice_nl_20230586.mp3	She didn’t like playing Monopoly.	test_covost
common_voice_nl_17699029.mp3	Unfortunately the dodo is extinct now.	test
common_voice_nl_17699030.mp3	Her kids have built a sandcastle on the beach.	test
common_voice_nl_17699031.mp3	It was wrapped in a large box.	test_covost
common_voice_nl_17699032.mp3	They use an azerty keyboard in Belgium.	test
common_voice_nl_18260595.mp3	Do you always wear a helmet when cycling?	test
common_voice_nl_18260596.mp3	How much credit do you have left?	test
common_voice_nl_18260606.mp3	Agriculture was a huge factor in the development of the current world.	test
common_voice_nl_18260607.mp3	That is without any doubt.	test
common_voice_nl_17695523.mp3	How many different words would the Dutch language contain?	test_covost
common_voice_nl_17695527.mp3	The employee worked more than forty hours a week.	test
common_voice_nl_17695529.mp3	She went bungy jumping in South Africa last year.	test
common_voice_nl_17695531.mp3	You can throw the clippings in the dustbin.	test_covost
common_voice_nl_17695532.mp3	Does a river flow through Dendermonde?	test
common_voice_nl_19163344.mp3	In the Netherlands, it’s ok for a gay couple to get married.	test
common_voice_nl_19163345.mp3	He was tired from the long trip.	test
common_voice_nl_19163346.mp3	Don’t make it so complex.	test
common_voice_nl_19163347.mp3	Where are you traveling?	test
common_voice_nl_19163348.mp3	I unfortunately can’t comply to your demand.	test
common_voice_nl_18915333.mp3	I don’t like doing the dishes.	test
common_voice_nl_18915334.mp3	Slow and steady wins the race.	test
common_voice_nl_18915335.mp3	What is the current exchange rate between the Turkish lira and the euro?	test
common_voice_nl_18915336.mp3	My daughter still searched for a shoebox to make a Marquette of our house for a school project.	test
common_voice_nl_18915337.mp3	You have to be careful for spelling mistakes.	test
common_voice_nl_17696444.mp3	Switzerland stays neutral in political differences most of the time.	test
common_voice_nl_17696445.mp3	Did you ever try homeopathy or acupuncture?	test
common_voice_nl_17696446.mp3	Can we stop here for a short toilet break?	test
common_voice_nl_17696447.mp3	As appetizer we have a shrimp cocktail.	test
common_voice_nl_17696448.mp3	It was completely quiet in the room.	test
common_voice_nl_18266539.mp3	Their reasoning was correct, but the assumptions were wrong.	test
common_voice_nl_18266540.mp3	Banks need to report to the national bank.	test
common_voice_nl_18266541.mp3	The mess can still burn for days.	test
common_voice_nl_18266542.mp3	The fly is trapped in the spiderweb.	test
common_voice_nl_18266543.mp3	Father Damian has gone to Hawaii to help people suffering from leprosy.	test
common_voice_nl_17695237.mp3	Breda is situated in Noord-Brabant.	test
common_voice_nl_17695238.mp3	There is a box of cereal in the cupboard on top of the stove.	test
common_voice_nl_17695239.mp3	It freezes that it cracks.	test
common_voice_nl_17695240.mp3	Nevertheless you’ve gained extra information fairly quickly.	test
common_voice_nl_17695241.mp3	He had already hosted a large party for his thirtieth birthday, but he has outdone himself again for his fortieth.	test
common_voice_nl_18125842.mp3	Could you put your tablet in flight mode?	test
common_voice_nl_18125843.mp3	A electric heater is a big power consumer.	test
common_voice_nl_18125844.mp3	That remark was meant sarcastically.	test
common_voice_nl_18125845.mp3	I have brought butter and cheese sandwiches.	test
common_voice_nl_18125846.mp3	The lamp is dimmable.	test
common_voice_nl_18207648.mp3	After two years the house still wasn’t finished.	test
common_voice_nl_18207649.mp3	it’s not always easy to distinct cause and consequence.	test
common_voice_nl_18207650.mp3	The old warehouse was the perfect location for the performance.	test
common_voice_nl_18207651.mp3	It was a mega monster made out of metal.	test
common_voice_nl_18207652.mp3	I have sent my resume through the mail.	test_covost
common_voice_nl_17871842.mp3	I assume you were behind it?	test
common_voice_nl_17871843.mp3	The border is well guarded.	test
common_voice_nl_17871844.mp3	They also found some relics in the grave.	test
common_voice_nl_17871845.mp3	This is where I feel at home.	test
common_voice_nl_17871846.mp3	That was love at first sight.	test
common_voice_nl_17694532.mp3	Cobbler sticks to your reads.	test
common_voice_nl_17694534.mp3	I got a comic book.	test
common_voice_nl_17694535.mp3	There are people that can’t sleep after the switch to winter time.	test
common_voice_nl_17694537.mp3	I have been burned by the sun and now im starting to shed skin.	test
common_voice_nl_17694539.mp3	Twenty two plus thirty nine is sixty one.	test
common_voice_nl_17696188.mp3	The dove from the highest diving board into the pool.	test
common_voice_nl_17696189.mp3	But they have also played some songs of their new album.	test
common_voice_nl_17696190.mp3	Please be careful with that crocodile.	test
common_voice_nl_17696191.mp3	De Maas separates Limburg in Nederlands Limburg and Belgisch Limburg.	test
common_voice_nl_17696192.mp3	She had suffered a hernia from the move.	test
common_voice_nl_18991167.mp3	Eddy Murphy plays in several Hollywood movies.	test
common_voice_nl_18991168.mp3	I think we need to leave.	test_covost
common_voice_nl_18991169.mp3	The dreams were strange.	test
common_voice_nl_18991170.mp3	Can you whisper this phrase.	test
common_voice_nl_18991171.mp3	It is the M of Minerva or Mitsubishi.	test
common_voice_nl_17691032.mp3	The container ship was docked at the harbor.	test
common_voice_nl_17691033.mp3	It freezes that it cracks.	test_covost
common_voice_nl_17691034.mp3	Then delivery it at least four weeks.	test
common_voice_nl_17691035.mp3	The dolphins jumped out of the water at the bow of the ship.	test
common_voice_nl_17691036.mp3	The missing boy was wearing a T-shirt on the day of the disappearance.	test
common_voice_nl_17702009.mp3	I have a large world map hanging on my room.	test
common_voice_nl_17702011.mp3	They climbed the Mont Blanc together.	test
common_voice_nl_17702013.mp3	It is unclear what will happen to the international space station after two thousand twenty-five.	test
common_voice_nl_17702014.mp3	Christianity, Judaism, and the Islam share a mutual background.	test
common_voice_nl_17702016.mp3	Rock, paper, scissors is well known to settle a choice.	test
common_voice_nl_17697159.mp3	The Belgian flag is black, yellow and red.	test
common_voice_nl_17697160.mp3	Her courage needs to be rewarded.	test
common_voice_nl_17697161.mp3	Silica sounds exotic, but is actually found in sand and glass.	test
common_voice_nl_17697162.mp3	The bass of my new sound system makes the windows shake.	test
common_voice_nl_17697163.mp3	Nice to meet you.	test
common_voice_nl_18931126.mp3	A circle does not have corners.	test
common_voice_nl_18931127.mp3	Aluminum cans can be recycled completely.	test
common_voice_nl_18931128.mp3	We are going to object to the construction of that new building.	test
