path	translation	split
common_voice_lv_19411449.mp3	If you cover me, I will bear anything.	test
common_voice_lv_19411450.mp3	I don’t want to work in the store.	test
common_voice_lv_19411451.mp3	Recently one moustached, bloody face was brought in, he got electrocuted.	test
common_voice_lv_19411452.mp3	I have a perfect boyfriend.	test
common_voice_lv_19411453.mp3	Do I want it?	test
common_voice_lv_19424218.mp3	You are losing the thread. I am telling you what I found.	test
common_voice_lv_19424219.mp3	We won’t make it to the hospital like this.	test
common_voice_lv_19424220.mp3	I will always choose the employee.	test
common_voice_lv_19424221.mp3	Are you alone?	test
common_voice_lv_19424222.mp3	What kind of emergency ambulance is this?	test
common_voice_lv_19385700.mp3	Take me away from here!	test
common_voice_lv_19385701.mp3	Do not wish upon others what you do not wish upon yourself.	test
common_voice_lv_19385702.mp3	How is it possible?	test
common_voice_lv_19385703.mp3	Seems like there was a serious scuffle.	test
common_voice_lv_19385704.mp3	The stronger one always wins.	test
common_voice_lv_19417596.mp3	But you are dearer to me than life itself.	test
common_voice_lv_19417597.mp3	Yes, you are right.	test
common_voice_lv_19417598.mp3	Ok.	test
common_voice_lv_19417599.mp3	No, you were looking at the display.	test
common_voice_lv_19417600.mp3	I wish I knew.	test
common_voice_lv_19411779.mp3	You ok there, friend?	test
common_voice_lv_19411780.mp3	Who let that one loose?	test
common_voice_lv_19411781.mp3	To which one exactly?	test
common_voice_lv_19411782.mp3	In a month you will be able to live like I do.	test
common_voice_lv_19411783.mp3	It gives me the shivers.	test
common_voice_lv_19381041.mp3	You’ll learn with time.	test
common_voice_lv_19381044.mp3	I thought you like it.	test
common_voice_lv_19381045.mp3	You need to learn how to prepare with your left one.	test
common_voice_lv_19381050.mp3	At home, we’ll have vodka with strawberry milk.	test
common_voice_lv_19381051.mp3	I walk the talk.	test
common_voice_lv_19517599.mp3	I am trying to somehow keep both of you.	test
common_voice_lv_19517600.mp3	I love you.	test
common_voice_lv_19517601.mp3	My thoughts: he is so handsome that it is a pleasure to meet his squirrel.	test
common_voice_lv_19517602.mp3	I don’t know where the emperor sent him.	test
common_voice_lv_19517603.mp3	My genes of a social lynchpin and your... dark, silky beauty...	test
common_voice_lv_19420973.mp3	See you at the meeting.	test
common_voice_lv_19420974.mp3	Put it on my hairy finger!	test
common_voice_lv_19420975.mp3	What if I lose it?	test
common_voice_lv_19420976.mp3	Slippery as an eel.	test
common_voice_lv_19420977.mp3	But before that happens...	test
common_voice_lv_19499841.mp3	They say so.	test
common_voice_lv_19499861.mp3	Before you go in, think about how you’ll get out.	test
common_voice_lv_19499862.mp3	Easy come, easy go.	test
common_voice_lv_19499863.mp3	I am really glad we did it.	test
common_voice_lv_19499864.mp3	That’s better.	test
common_voice_lv_19499865.mp3	Do you think she expects it from me?	test
common_voice_lv_20044368.mp3	I’ll file it under important. Ok?	test
common_voice_lv_20044373.mp3	No, ma’am.	test
common_voice_lv_20044423.mp3	Rumor has it that you are single now.	test
common_voice_lv_20044478.mp3	Everyone had a tough night.	test
common_voice_lv_20044480.mp3	Find her. Go!	test
common_voice_lv_20044634.mp3	They are divorced now.	test
common_voice_lv_19619155.mp3	Come here. Close the door.	test
common_voice_lv_19619157.mp3	I think he could go on for a little while, maybe.	test
common_voice_lv_19619196.mp3	A good wife does not come cheap.	test
common_voice_lv_19619197.mp3	Ok, let’s go.	test
common_voice_lv_19619198.mp3	Out of the way!	test
common_voice_lv_19619199.mp3	Do you need help?	test
common_voice_lv_19411047.mp3	You know what.	test
common_voice_lv_19411049.mp3	Everyone will be satisfied.	test
common_voice_lv_19411050.mp3	The ship is waiting for you.	test
common_voice_lv_19411051.mp3	When you trip, make sure you can get back up again.	test
common_voice_lv_19413692.mp3	Why would you do that?	test
common_voice_lv_19413693.mp3	I bet he can see us.	test
common_voice_lv_19413694.mp3	Will there be anything else?	test
common_voice_lv_19413695.mp3	That is nice, Valdis, but I am not expecting that from you.	test
common_voice_lv_20038178.mp3	Maybe in the cinema?	test
common_voice_lv_20038179.mp3	I think so.	test
common_voice_lv_20038180.mp3	No. You must not go upstairs.	test
common_voice_lv_20038182.mp3	And what should I be looking at?	test
common_voice_lv_20038234.mp3	I wanted to ask.	test
common_voice_lv_20038252.mp3	Certainly, an excellent work at that good a price — there must be a catch...	test
common_voice_lv_20038285.mp3	Damn it. I’m on second shift today.	test
common_voice_lv_20038303.mp3	I’ll skip it then.	test
common_voice_lv_19544806.mp3	Don’t go blindfolded.	test
common_voice_lv_19544807.mp3	Thank you, it’s my dad’s.	test
common_voice_lv_19544809.mp3	Kudos to him.	test
common_voice_lv_19544810.mp3	Slow it down.	test
common_voice_lv_19544811.mp3	What’s that shirt you’re wearing?	test
common_voice_lv_19544813.mp3	He doesn’t even know how to do it.	test
common_voice_lv_19544814.mp3	I know, it needs more work.	test
common_voice_lv_19544815.mp3	My assistance will be needed during the arrest.	test
common_voice_lv_19402422.mp3	Locks off! One minute!	test
common_voice_lv_19402424.mp3	Enjoy your games.	test
common_voice_lv_19402425.mp3	I think I’ve earned the right to show my anger a little bit to you.	test
common_voice_lv_19402426.mp3	We could be the perfect couple.	test
common_voice_lv_19402437.mp3	It’s down the drain.	test
common_voice_lv_19402439.mp3	Come on in.	test
common_voice_lv_19402440.mp3	See you soon. Kisses from your silly dad.	test
common_voice_lv_19402441.mp3	Will it be enough?	test
common_voice_lv_19413419.mp3	No, I’m not retired.	test
common_voice_lv_19413421.mp3	What goes around, comes around.	test
common_voice_lv_19413422.mp3	What do you want from me?	test
common_voice_lv_19413425.mp3	I have not been taking good care of you lately.	test
common_voice_lv_19413432.mp3	I’m hanging out with friends too much.	test
common_voice_lv_19413433.mp3	I see you are not feeling well tonight.	test
common_voice_lv_19413435.mp3	Let’s hug. Come on.	test
common_voice_lv_19413436.mp3	You look great.	test
common_voice_lv_19413438.mp3	As if I experienced it myself.	test
common_voice_lv_19417278.mp3	For the first time you can choose the life you want.	test
common_voice_lv_19417279.mp3	We are arguing all the time.	test
common_voice_lv_19417281.mp3	The thunder will not get us, will it?	test
common_voice_lv_19417282.mp3	Ok. Wait for me.	test
common_voice_lv_19417288.mp3	You’re surprised?	test
common_voice_lv_19417289.mp3	She is sick.	test
common_voice_lv_19417290.mp3	Great song.	test
common_voice_lv_19417291.mp3	Great. Where is he?	test
common_voice_lv_19417292.mp3	I’ll be there.	test
common_voice_lv_19763334.mp3	Oh, my god. That’s insane.	test
common_voice_lv_19763340.mp3	Are you married?	test
common_voice_lv_19763384.mp3	HIs is still as kind.	test
common_voice_lv_19763388.mp3	Maybe next week.	test
common_voice_lv_19763754.mp3	I was about to write, but then thought to ask like in the old days.	test
common_voice_lv_19764112.mp3	My hotel number is on the fridge.	test
common_voice_lv_19764113.mp3	Brilliant. Isn’t it?	test
common_voice_lv_19764115.mp3	Will you bring me lunch first?	test
common_voice_lv_19764258.mp3	I always knew she would betray me one day.	test
common_voice_lv_19547319.mp3	I want to know.	test
common_voice_lv_19547320.mp3	And I don’t know what’s worse.	test
common_voice_lv_19547321.mp3	Who is that?	test
common_voice_lv_19547322.mp3	I didn’t mean it that way.	test
common_voice_lv_19547323.mp3	And we’ll get your book.	test
common_voice_lv_19547334.mp3	I am too orderly, closed down, but in a good way.	test
common_voice_lv_19547335.mp3	What’s the point of having a wallet if it’s empty.	test
common_voice_lv_19547336.mp3	A total mess. Who are these girls?	test
common_voice_lv_19547337.mp3	I’ll get through to the truth soon enough.	test
common_voice_lv_19547338.mp3	I was gone before she woke up.	test
common_voice_lv_19411471.mp3	You asked me that already.	test
common_voice_lv_19411472.mp3	I have not lost anyone, Sheriff.	test
common_voice_lv_19411473.mp3	We have a problem.	test
common_voice_lv_19411474.mp3	Laziness is the harbinger of starvation.	test
common_voice_lv_19411475.mp3	The biter bitten.	test
common_voice_lv_19411476.mp3	Come on. Pick up, damn it.	test
common_voice_lv_19411477.mp3	Are you sure?	test
common_voice_lv_19411478.mp3	When the dog goes hungry, the thief gets fed.	test
common_voice_lv_19411479.mp3	Let me help you make up with Daiga.	test
common_voice_lv_19411480.mp3	She is a completely different person.	test
common_voice_lv_19411516.mp3	I came to see you and the little one.	test
common_voice_lv_19411517.mp3	Absolutely not.	test
common_voice_lv_19411518.mp3	Sweet are the fruits of labor.	test
common_voice_lv_19411519.mp3	You are capable of much more than you imagine.	test
common_voice_lv_19411520.mp3	I wish you luck. You deserve it.	test
common_voice_lv_19411526.mp3	He said there is more in the desert.	test
common_voice_lv_19411527.mp3	Hey! It’s my turn. Hey, hey!	test
common_voice_lv_19411528.mp3	I was free.	test
common_voice_lv_19411529.mp3	I have never trusted the Japanese.	test
common_voice_lv_19411530.mp3	How do you know it will not get worse?	test
common_voice_lv_19548413.mp3	You are not in Kansas anymore.	test
common_voice_lv_19548415.mp3	I am not one of those after you.	test
common_voice_lv_19548416.mp3	So that everything is top class!	test
common_voice_lv_19548417.mp3	I will take the cooler outside.	test
common_voice_lv_19548423.mp3	Officers, could you help me for a moment?	test
common_voice_lv_19548424.mp3	It’s just a shampoo, but thanks.	test
common_voice_lv_19548425.mp3	So what?	test
common_voice_lv_19548426.mp3	We don’t have your fingerprints on any of our databases.	test
common_voice_lv_19548427.mp3	We need another robot.	test
common_voice_lv_19548443.mp3	Yes, I do live there.	test
common_voice_lv_19548445.mp3	The best.	test
common_voice_lv_19548446.mp3	Save on bread, not on effort.	test
common_voice_lv_19548447.mp3	Are you certain?	test
common_voice_lv_19412691.mp3	I taught you since you were a boy.	test
common_voice_lv_19412692.mp3	Why are you telling me this, Sheriff?	test
common_voice_lv_19412693.mp3	She recommended.	test
common_voice_lv_19412694.mp3	She will be scared and vulnerable.	test
common_voice_lv_19412695.mp3	I will study journalism to become a reporter.	test
common_voice_lv_19412696.mp3	Just call me and I will be there.	test
common_voice_lv_19412697.mp3	We don’t have an hour anymore.	test
common_voice_lv_19412698.mp3	What if he came out and saw you going through his briefcase?	test
common_voice_lv_19412699.mp3	You have understood perfectly.	test
common_voice_lv_19412700.mp3	Hello, Mr. Champion!	test
common_voice_lv_19412701.mp3	Are you stupid?	test
common_voice_lv_19412702.mp3	Can you see the future?	test
common_voice_lv_19412703.mp3	A cent saved is a cent earned.	test
common_voice_lv_19412704.mp3	I want to avoid being hypocritical about essential stuff.	test
common_voice_lv_19412705.mp3	Let me get a breather.	test
common_voice_lv_19389078.mp3	Just don’t damage the floor.	test
common_voice_lv_19389080.mp3	You too now?	test
common_voice_lv_19389081.mp3	It was my dream.	test
common_voice_lv_19389082.mp3	Carry on working. It’s nothing.	test
common_voice_lv_19389084.mp3	Yes. He is thick-skinned.	test
common_voice_lv_19389107.mp3	I am happy.	test
common_voice_lv_19389108.mp3	Do you think this is a game.	test
common_voice_lv_19389109.mp3	I didn’t know such things existed.	test
common_voice_lv_19389110.mp3	Māra, he is lying.	test
common_voice_lv_19389111.mp3	Call me when you can.	test
common_voice_lv_19389122.mp3	You can stay here all night.	test
common_voice_lv_19389126.mp3	Wil there be anything else?	test
common_voice_lv_19389129.mp3	I want him back.	test
common_voice_lv_19389130.mp3	We just got divorced.	test
common_voice_lv_19389131.mp3	This silly coffee table with a wheel I got at a sale!	test
common_voice_lv_19413738.mp3	What is wrong with you?	test
common_voice_lv_19413739.mp3	What is it? Sound illegal.	test
common_voice_lv_19413741.mp3	Ok, as you say.	test
common_voice_lv_19413742.mp3	But she is my sweetheart.	test
common_voice_lv_19413744.mp3	All your life?	test
common_voice_lv_19413753.mp3	Everything was neatly arranged.	test
common_voice_lv_19413754.mp3	I said you don’t understand what you are talking about.	test
common_voice_lv_19413756.mp3	Much ado about nothing.	test
common_voice_lv_19413757.mp3	I just wanted to be good.	test
common_voice_lv_19413759.mp3	What’s wrong with this picture?	test
common_voice_lv_19413771.mp3	Maybe you can tell me how to start such a conversation?	test
common_voice_lv_19413772.mp3	I didn’t expect you would respond to the masquerade theme.	test
common_voice_lv_19413773.mp3	I just learned of something awful.	test
common_voice_lv_19413774.mp3	I was not like that.	test
common_voice_lv_19413775.mp3	When me and Gatis started dating, we both wanted the same thing.	test
common_voice_lv_19543050.mp3	How am I to understand that?	test
common_voice_lv_19543051.mp3	Field disruption can trap him.	test
common_voice_lv_19543052.mp3	He wants no extra bother.	test
common_voice_lv_19543053.mp3	It works on me.	test
common_voice_lv_19543054.mp3	The parents are upset, I punish. I punish severely.	test
common_voice_lv_19543055.mp3	We met somewhere in the city.	test
common_voice_lv_19543056.mp3	Why is it, actually?	test
common_voice_lv_19543057.mp3	Is something wrong? You’re shaking.	test
common_voice_lv_19543058.mp3	He is in shock.	test
common_voice_lv_19543060.mp3	You taught me everything.	test
common_voice_lv_19543075.mp3	Ok, ok. I’m sorry.	test
common_voice_lv_19543076.mp3	One more glass, please.	test
common_voice_lv_19543077.mp3	There is a hidden hanger in the settlement.	test
common_voice_lv_19543078.mp3	You need to wash. Don’t you?	test
common_voice_lv_19543079.mp3	Takes nothing, gives nothing.	test
common_voice_lv_19543082.mp3	I love the sound of her laughter.	test
common_voice_lv_19543083.mp3	Thank you all for your patience.	test
common_voice_lv_19543085.mp3	Faster, friend!	test
common_voice_lv_19543086.mp3	Dress warmly, it is cold outside.	test
common_voice_lv_19543087.mp3	On your first go, don’t jump in feet first.	test
common_voice_lv_19410962.mp3	I beg you from the bottom of my heart.	test
common_voice_lv_19410963.mp3	No, you don’t want that.	test
common_voice_lv_19410964.mp3	I know that.	test
common_voice_lv_19410965.mp3	He is right.	test
common_voice_lv_19410966.mp3	I sense a trap.	test
common_voice_lv_19410999.mp3	Are you going to eat?	test
common_voice_lv_19411001.mp3	Find a job first, then we celebrate.	test
common_voice_lv_19411002.mp3	Do you think he is a drug mule?	test
common_voice_lv_19411003.mp3	Listen to me!	test
common_voice_lv_19411004.mp3	You were right.	test
common_voice_lv_19411012.mp3	Hello everyone, we’ll be moving to the living room.	test
common_voice_lv_19411013.mp3	It appears they were some top-notch fellas.	test
common_voice_lv_19411014.mp3	A thief gets what he deserves.	test
common_voice_lv_19411015.mp3	Old, but not old-school.	test
common_voice_lv_19411016.mp3	You have lived outside the box for so long you have left the boundaries of existence.	test
common_voice_lv_19411019.mp3	You see, I am not a robot.	test
common_voice_lv_19411021.mp3	I am useless at the moment.	test
common_voice_lv_19411022.mp3	I am at a loss what to...	test
common_voice_lv_19411024.mp3	In twenty minutes.	test
common_voice_lv_19411025.mp3	Do you know how many bottles there are?	test
common_voice_lv_19411082.mp3	What happened to him?	test
common_voice_lv_19411083.mp3	A good-for-nothing son-in-law.	test
common_voice_lv_19411084.mp3	Where is my ring?	test
common_voice_lv_19411085.mp3	I think we need more.	test
common_voice_lv_19411086.mp3	Might makes right.	test
common_voice_lv_19411087.mp3	Activate the generator.	test
common_voice_lv_19411088.mp3	I need to go and pay for the restaurant.	test
common_voice_lv_19411089.mp3	Me and the guys want to go a bit wild.	test
common_voice_lv_19411090.mp3	Dainis often stops by at work.	test
common_voice_lv_19411091.mp3	We missed you.	test
common_voice_lv_19453371.mp3	Get off!	test
common_voice_lv_19453372.mp3	And now he stops. There is still a meter-and-a-half to go.	test
common_voice_lv_19453373.mp3	Which is what it is.	test
common_voice_lv_19453374.mp3	His parents got spooked, raised hell, made them take fingerprints and lock him up...	test
common_voice_lv_19453375.mp3	Let’s look for a drugstore.	test
common_voice_lv_19453381.mp3	Anywhere, except for the pocket.	test
common_voice_lv_19453382.mp3	How can you have Christmas without a Christmas tree.	test
common_voice_lv_19453383.mp3	It takes two to tango	test
common_voice_lv_19453384.mp3	He’ll come around in a couple of hours.	test
common_voice_lv_19453385.mp3	Where are you? You need to come here.	test
common_voice_lv_19421337.mp3	Do you think the right question will help you uncover the truth?	test
common_voice_lv_19421338.mp3	He says its safer this way.	test
common_voice_lv_19421339.mp3	That ship has sailed.	test
common_voice_lv_19421340.mp3	Of course not. You are leaving too soon.	test
common_voice_lv_19421341.mp3	I don’t know. I think it is too crazy.	test
common_voice_lv_19449050.mp3	You need to make a choice, Kārlis.	test
common_voice_lv_19449051.mp3	You need a bath.	test
common_voice_lv_19449052.mp3	It’s not that bad.	test
common_voice_lv_19449053.mp3	I did as you said.	test
common_voice_lv_19449054.mp3	I owe you.	test
common_voice_lv_19449055.mp3	It is great, Dainis.	test
common_voice_lv_19449056.mp3	What I see is a masterpiece of Antique art.	test
common_voice_lv_19449057.mp3	You sound like a separatist.	test
common_voice_lv_19449058.mp3	Are we there yet?	test
common_voice_lv_19449059.mp3	I had sworn to never come back here.	test
common_voice_lv_19452192.mp3	What are the neighbors like?	test
common_voice_lv_19452193.mp3	I had to get away.	test
common_voice_lv_19452194.mp3	Patience is a virtue.	test
common_voice_lv_19452195.mp3	What do you want from me?	test
common_voice_lv_19452196.mp3	Someone is looking for me. And it is not the police.	test
common_voice_lv_19457062.mp3	I will go with you.	test
common_voice_lv_19457065.mp3	Are you alright?	test
common_voice_lv_19457066.mp3	To make things simple, obituaries could be published along real estate ads.	test
common_voice_lv_19400461.mp3	Misfortune always arrives out of the blue.	test
common_voice_lv_19400462.mp3	Thank you, come again. There is plenty of goods.	test
common_voice_lv_19400463.mp3	The father of my father was law officer. And my father as well.	test
common_voice_lv_19400464.mp3	He is a thief, and you are his accomplices.	test
common_voice_lv_19400465.mp3	You’re my guy.	test
common_voice_lv_19400471.mp3	Right, Kārlis? I did say that.	test
common_voice_lv_19400472.mp3	The worst that can happen, you’ll have a fun date.	test
common_voice_lv_19400473.mp3	Will fight with everything they have.	test
common_voice_lv_19400474.mp3	I feel a great confusion within you.	test
common_voice_lv_19400475.mp3	Really? That’s awesome.	test
common_voice_lv_19400476.mp3	I don’t give a damn!	test
common_voice_lv_19400478.mp3	He is not like everyone else.	test
common_voice_lv_19400479.mp3	We would like you to consider the option to continue his contract.	test
common_voice_lv_19400480.mp3	Maybe they forgot something.	test
common_voice_lv_19400481.mp3	To begin is half the work.	test
common_voice_lv_19400482.mp3	Michael is my husband now.	test
common_voice_lv_19400483.mp3	You should thank your training for that.	test
common_voice_lv_19400484.mp3	I see him!	test
common_voice_lv_19400486.mp3	Marta was right.	test
common_voice_lv_19400487.mp3	You know what I would do with him?	test
common_voice_lv_19400488.mp3	What the hell is going on?	test
common_voice_lv_19400489.mp3	Yes, I think it is fine, ok?	test
common_voice_lv_19400490.mp3	By the way, did get yourself checked?	test
common_voice_lv_19400496.mp3	It is very friendly!	test
common_voice_lv_19400497.mp3	I am trying to be mature for my girlfriend.	test
common_voice_lv_19400498.mp3	It’s a shampoo.	test
common_voice_lv_19400499.mp3	What happened to you?	test
common_voice_lv_19400500.mp3	Let’s eat first and discuss it later.	test
common_voice_lv_19382787.mp3	I am inevitable.	test
common_voice_lv_19382788.mp3	He is getting close!	test
common_voice_lv_19382789.mp3	Six years ago.	test
common_voice_lv_19382790.mp3	Uncle Vanya!	test
common_voice_lv_19382791.mp3	Freeze!	test
common_voice_lv_19382797.mp3	No need to invest a lot of effort.	test
common_voice_lv_19382798.mp3	No, it’s all wrong, isn’t it?	test
common_voice_lv_19382799.mp3	Nice, Marta, nice.	test
common_voice_lv_19382800.mp3	The assault unit triumphed and the robots were defeated.	test
common_voice_lv_19382801.mp3	I told the guy in the gym to get his stuff in order.	test
common_voice_lv_19382827.mp3	It’s hard to believe.	test
common_voice_lv_19382828.mp3	Thanks for your help.	test
common_voice_lv_19382829.mp3	He that makes a fire of straw has much smoke but little warmth.	test
common_voice_lv_19382830.mp3	You shouldn’t have done that.	test
common_voice_lv_19382831.mp3	He released the prisoners.	test
common_voice_lv_19382832.mp3	You either proceed or you retreat.	test
common_voice_lv_19382833.mp3	Let’s see how dear I am to you.	test
common_voice_lv_19382834.mp3	When I am with you, other people suffer.	test
common_voice_lv_19382835.mp3	Tonight we’re taking our world back!	test
common_voice_lv_19382836.mp3	Diagnostics complete, we’re ready to start the engine.	test
common_voice_lv_19382837.mp3	I married the wrong person and now I regret that.	test
common_voice_lv_19382838.mp3	Put your finger under my label.	test
common_voice_lv_19382839.mp3	That was very convincing.	test
common_voice_lv_19382840.mp3	Wait. Don’t throw it!	test
common_voice_lv_19382842.mp3	I will not let it come true.	test
common_voice_lv_19382843.mp3	Just you come.	test
common_voice_lv_19382844.mp3	Pour some more wine.	test
common_voice_lv_19382846.mp3	What am I to tell Artūrs?	test
common_voice_lv_19412811.mp3	Go ahead and look like an old suitcase if you want to.	test
common_voice_lv_19412812.mp3	What am I supposed to say now?	test
common_voice_lv_19412813.mp3	He also had some sort of tube in his sleeve.	test
common_voice_lv_19412814.mp3	Ok, it is very early, but if you want you can call me later.	test
common_voice_lv_19412815.mp3	We need your help, son.	test
common_voice_lv_19412816.mp3	Go. Tell how she feels.	test
common_voice_lv_19412817.mp3	You will have a good cry. You will discuss it tomorrow.	test
common_voice_lv_19412818.mp3	My phone’s gone missing.	test
common_voice_lv_19412819.mp3	They will not tell us anything.	test
common_voice_lv_19412820.mp3	That cannot be!	test
common_voice_lv_19412826.mp3	I am so very tired.	test
common_voice_lv_19412827.mp3	You don’t say! That’s interesting.	test
common_voice_lv_19412828.mp3	Dear! A golden star.	test
common_voice_lv_19412829.mp3	Probably.	test
common_voice_lv_19412830.mp3	None of us knew that.	test
common_voice_lv_19412831.mp3	Get back up here!	test
common_voice_lv_19412832.mp3	Spend some time bustin’ your ass on one, then you’ll understand what a ship is.	test
common_voice_lv_19412833.mp3	You’ll be able to upload it much faster.	test
common_voice_lv_19412834.mp3	I said — drop it!	test
common_voice_lv_19412835.mp3	It is on the top floor with a view of the park.	test
common_voice_lv_19412846.mp3	I would also like to say sorry to my brother.	test
common_voice_lv_19412847.mp3	I can hardly walk.	test
common_voice_lv_19412848.mp3	I wrote that.	test
common_voice_lv_19412849.mp3	Please, turn right.	test
common_voice_lv_19412850.mp3	I must work to pay the rent.	test
common_voice_lv_19412856.mp3	That’s right.	test
common_voice_lv_19412857.mp3	I don’t think it’s a good idea.	test
common_voice_lv_19412858.mp3	My hearing system, however, is not damaged.	test
common_voice_lv_19412859.mp3	Don’t spoil everything.	test
common_voice_lv_19412860.mp3	Let’s face the truth.	test
common_voice_lv_19412876.mp3	Medical capsule!	test
common_voice_lv_19412877.mp3	Can we reach an agreement on this?	test
common_voice_lv_19412878.mp3	Everything will be fine.	test
common_voice_lv_19412879.mp3	Yes, now.	test
common_voice_lv_19412880.mp3	That’s good.	test
common_voice_lv_19412891.mp3	Empty promises.	test
common_voice_lv_19412892.mp3	There is no victory without a fight.	test
common_voice_lv_19412893.mp3	Silver-tonged and cold-hearted.	test
common_voice_lv_19412894.mp3	But of course.	test
common_voice_lv_19412895.mp3	Open the door!	test
common_voice_lv_19412906.mp3	Why are we always flying in suitcases.	test
common_voice_lv_19412907.mp3	Don’t worry!	test
common_voice_lv_19412908.mp3	What exactly were you expecting?	test
common_voice_lv_19412909.mp3	Are we going in?	test
common_voice_lv_19412910.mp3	Then let me.	test
common_voice_lv_19413591.mp3	Everyone wiser after the wedding.	test
common_voice_lv_19413592.mp3	He is the one. He must be.	test
common_voice_lv_19413593.mp3	Take care of the old and the new will take care of itself.	test
common_voice_lv_19413594.mp3	Is it about time for my entrance?	test
common_voice_lv_19413595.mp3	What do you care where I am from, buddy?	test
common_voice_lv_19413706.mp3	They are criminals! They must be stopped.	test
common_voice_lv_19413707.mp3	Let’s get them.	test
common_voice_lv_19413708.mp3	Can you hear me?	test
common_voice_lv_19413709.mp3	Do you have socks?	test
common_voice_lv_19420577.mp3	Yes, ma’am.	test
common_voice_lv_19420578.mp3	The best boss ever.	test
common_voice_lv_19420579.mp3	Just listen to me for a moment.	test
common_voice_lv_19420580.mp3	You were the chosen-one!	test
common_voice_lv_19420643.mp3	Where there is no shame, there is no honor.	test
common_voice_lv_19420644.mp3	You kicked me.	test
common_voice_lv_19420645.mp3	Let’s meet him and grab him.	test
common_voice_lv_19420646.mp3	A beautiful night for a walk.	test
common_voice_lv_19420647.mp3	As much vodka as you want and a thousand Rubles on top.	test
common_voice_lv_19420678.mp3	You will come back, right?	test
common_voice_lv_19420679.mp3	For a layabout even dying is hard work.	test
common_voice_lv_19420680.mp3	Do you know how old I am?	test
common_voice_lv_19420681.mp3	He’s not even human. We do not know what on earth he is.	test
common_voice_lv_19420682.mp3	Can you help me?	test
common_voice_lv_19420698.mp3	I haven’t seen anything like that since the 1990s.	test
common_voice_lv_19420699.mp3	It went around in circles for twenty two years before it ended up here.	test
common_voice_lv_19420700.mp3	No need. I’ll do it myself.	test
common_voice_lv_19420701.mp3	And what is the objective?	test
common_voice_lv_19420702.mp3	I’m good anyway. I want to go home.	test
common_voice_lv_19420733.mp3	Hi. How’s it going?	test
common_voice_lv_19420734.mp3	No, not yet. Come along!	test
common_voice_lv_19420735.mp3	Well, ladies.	test
common_voice_lv_19420736.mp3	He will not find me anymore.	test
common_voice_lv_19420737.mp3	It’s all for science.	test
common_voice_lv_19420768.mp3	Assistance necessary.	test
common_voice_lv_19420769.mp3	Ok, I don’t want any trouble.	test
common_voice_lv_19420770.mp3	I’ll go fetch some ice cream. Should I bring you some?	test
common_voice_lv_19420771.mp3	How do you remember that?	test
common_voice_lv_19420772.mp3	Although I know it won’t be necessary.	test
common_voice_lv_19420823.mp3	You must feel what doubts I have.	test
common_voice_lv_19420824.mp3	More than you.	test
common_voice_lv_19420825.mp3	The bullets will kill him!	test
common_voice_lv_19420826.mp3	She was as beautiful as when she was sixteen.	test
common_voice_lv_19420827.mp3	I must go with you.	test
common_voice_lv_19420958.mp3	We are on the move.	test
common_voice_lv_19420960.mp3	Yep, that was some night.	test
common_voice_lv_19420962.mp3	Guys, did two foreign workers leave here in a BMW?	test
